,Number of Certified Beds,Number of Residents in Certified Beds,Total Weighted Health Survey Score,Adjusted Total Nurse Staffing Hours per Resident per Day,Number of Facility Reported Incidents,Number of Substantiated Complaints,Total Number of Penalties,clusters,cluster
9236,200,119,13.333,3.18942,0,0,0,1,v.light purple
9237,300,259,89.0,3.04845,3,1,0,4,dark purple
9238,123,115,20.0,3.39706,0,0,0,2,light purple
9239,84,80,81.0,4.20072,1,0,0,2,light purple
9240,134,128,16.0,3.44799,0,0,0,2,light purple
9241,126,118,6.667,3.14878,0,0,0,2,light purple
9242,80,75,116.5,3.07323,0,0,0,5,v.dark purple
9243,120,114,262.0,3.08677,1,8,1,5,v.dark purple
9244,180,161,12.667,3.3841,0,0,0,1,v.light purple
9245,120,118,6.667,3.38133,0,1,0,2,light purple
9246,180,160,38.667,2.98065,0,1,0,1,v.light purple
9247,120,14,29.333,3.20049,0,0,0,0,pink
9248,166,156,21.333,3.49359,0,2,0,1,v.light purple
9249,46,44,6.667,3.51904,0,0,0,0,pink
9250,120,107,63.333,3.65286,1,4,0,2,light purple
9251,180,167,1.333,3.47038,0,0,0,1,v.light purple
9252,80,78,25.333,3.46893,0,1,0,2,light purple
9253,240,231,15.333,3.44603,0,0,0,1,v.light purple
9254,80,79,32.0,4.05709,0,0,0,2,light purple
9255,120,109,44.0,3.76208,1,0,0,2,light purple
9256,215,203,221.667,2.1367,0,5,0,5,v.dark purple
9257,80,72,262.5,3.84909,3,14,2,5,v.dark purple
9258,122,114,12.0,4.87863,0,3,0,2,light purple
9259,120,116,26.667,4.44244,0,0,0,2,light purple
9260,162,156,18.667,3.00969,0,0,0,1,v.light purple
9261,126,117,14.0,5.6565,0,0,0,2,light purple
9262,66,65,28.667,3.77749,0,3,0,0,pink
9263,202,198,32.667,3.50507,0,2,0,1,v.light purple
9264,120,111,167.167,3.6718,2,5,1,5,v.dark purple
9265,145,140,55.333,4.38302,1,9,0,1,v.light purple
9266,302,295,14.667,3.0442,2,2,0,4,dark purple
9267,88,78,352.167,3.93162,2,1,1,3,purple
9268,80,73,33.333,4.64021,0,0,0,0,pink
9269,122,115,29.333,4.03815,0,0,0,2,light purple
9270,336,133,30.0,3.34779,2,10,0,1,v.light purple
9271,280,255,24.0,3.35953,2,0,0,4,dark purple
9272,160,158,420.833,3.47426,1,5,0,3,purple
9273,112,107,22.667,4.76546,1,1,0,2,light purple
9274,120,101,107.667,2.62158,4,0,1,5,v.dark purple
9275,240,211,35.333,2.16344,0,0,0,1,v.light purple
9276,120,109,13.333,4.31174,0,0,0,2,light purple
9277,160,155,8.667,4.4055,0,0,0,1,v.light purple
9278,160,141,11.333,3.26645,0,1,0,1,v.light purple
9279,120,109,44.667,3.39548,0,0,0,2,light purple
9280,350,338,20.0,4.29066,1,1,0,4,dark purple
9281,120,112,10.667,3.9299,0,0,0,2,light purple
9282,129,111,17.333,3.37874,0,4,1,2,light purple
9283,280,279,22.0,3.88221,0,0,0,4,dark purple
9284,147,126,88.667,2.83141,0,10,1,1,v.light purple
9285,154,115,16.667,3.11943,0,0,0,2,light purple
9286,58,47,47.333,3.71466,0,4,0,0,pink
9287,28,23,30.0,4.09577,2,1,0,0,pink
9288,60,49,29.333,3.56956,0,0,0,0,pink
9289,104,100,43.333,3.21122,0,8,0,2,light purple
9290,20,11,12.0,10.58108,0,0,0,0,pink
9291,30,22,2.0,5.97125,0,0,0,0,pink
9292,115,103,0.0,4.78968,0,0,0,2,light purple
9293,230,196,4.0,3.8288,0,4,0,1,v.light purple
9294,160,142,9.333,3.25522,0,3,0,1,v.light purple
9295,140,117,26.667,3.47374,0,10,0,2,light purple
9296,200,178,29.333,3.2553,0,12,0,1,v.light purple
9297,92,92,49.333,6.35773,3,2,0,2,light purple
9298,137,137,4.667,5.4758,0,0,0,2,light purple
9299,147,112,20.0,2.50732,0,1,0,2,light purple
9300,112,101,1.333,3.27154,0,0,0,2,light purple
9301,120,100,9.333,3.47377,0,1,0,2,light purple
9302,100,85,6.0,3.21066,0,3,0,2,light purple
9303,100,90,130.667,3.66976,0,5,2,5,v.dark purple
9304,176,168,51.333,3.19331,0,1,0,1,v.light purple
9305,126,93,36.333,3.3256,0,3,1,2,light purple
9306,90,81,46.0,3.44999,0,7,1,2,light purple
9307,140,121,41.333,3.99982,0,4,1,2,light purple
9308,24,24,8.667,5.20267,0,0,0,0,pink
9309,120,98,117.333,3.39131,0,14,2,5,v.dark purple
9310,170,143,9.333,2.92598,0,2,0,1,v.light purple
9311,120,93,48.667,3.3834,0,18,0,2,light purple
9312,117,102,12.0,3.38926,0,0,0,2,light purple
9313,133,80,90.0,4.2443,0,57,1,2,light purple
9314,157,135,59.333,4.03673,0,17,1,1,v.light purple
9315,146,126,38.667,3.65075,0,7,0,2,light purple
9316,134,122,44.667,3.54563,0,7,0,2,light purple
9317,200,181,47.333,3.61788,6,16,0,1,v.light purple
9318,83,70,4.667,3.297,0,4,0,0,pink
9319,150,116,23.333,5.27833,0,4,0,2,light purple
9320,20,20,21.333,6.31413,0,0,0,0,pink
9321,120,95,16.667,2.76852,0,0,0,2,light purple
9322,96,63,83.833,2.85722,0,3,1,2,light purple
9323,150,121,238.333,3.06915,0,17,2,5,v.dark purple
9324,280,265,34.667,2.79771,0,5,0,4,dark purple
9325,120,99,6.0,3.52674,0,3,0,2,light purple
9326,120,106,42.0,3.55754,0,12,2,2,light purple
9327,100,72,210.667,3.51451,0,8,2,5,v.dark purple
9328,240,208,15.333,3.46331,0,0,0,1,v.light purple
9329,108,99,17.333,3.0913,0,5,0,2,light purple
9330,122,108,22.0,3.23101,0,18,0,2,light purple
9331,141,100,18.667,3.41477,0,0,0,2,light purple
9332,142,137,32.667,3.71271,0,7,1,2,light purple
9333,180,155,16.667,4.16499,0,1,0,1,v.light purple
9334,120,89,35.833,3.19863,0,10,2,2,light purple
9335,21,20,0.0,13.23448,0,0,0,0,pink
9336,96,86,10.667,3.59581,0,0,0,2,light purple
9337,120,74,69.333,3.3237,0,2,1,2,light purple
9338,76,74,53.5,3.86213,0,0,0,0,pink
9339,250,240,26.0,3.48823,2,4,0,1,v.light purple
9340,120,106,30.0,3.67073,0,2,0,2,light purple
9341,150,112,74.667,2.86187,0,10,4,2,light purple
9342,52,40,1.333,5.79333,0,0,0,0,pink
9343,240,222,7.333,2.92057,0,0,0,1,v.light purple
9344,150,127,82.667,2.96042,0,8,3,1,v.light purple
9345,95,92,71.333,3.4452,0,1,2,2,light purple
9346,129,97,138.833,3.38923,0,17,4,5,v.dark purple
9347,240,228,22.0,2.95093,2,5,0,1,v.light purple
9348,126,69,16.667,3.71566,0,6,1,2,light purple
9349,248,198,11.333,7.34815,0,0,0,1,v.light purple
9350,280,266,3.333,3.36147,0,0,0,4,dark purple
9351,40,25,7.333,7.43941,0,0,0,0,pink
9352,168,158,28.0,4.00814,0,5,0,1,v.light purple
9353,105,86,0.0,3.14297,0,0,0,2,light purple
9354,125,116,52.667,3.89463,0,17,1,2,light purple
9355,99,94,36.667,4.36234,0,0,1,2,light purple
9356,120,83,1.333,2.77297,0,1,0,2,light purple
9357,200,178,18.667,3.00523,0,0,0,1,v.light purple
9358,95,90,163.5,2.8389,0,24,3,5,v.dark purple
9359,44,43,3.333,4.28415,0,0,0,0,pink
9360,320,299,13.333,3.55111,0,0,0,4,dark purple
9361,85,81,16.0,3.25476,0,2,1,2,light purple
9362,43,34,4.0,4.76338,0,0,0,0,pink
9363,114,100,5.333,3.31041,0,0,0,2,light purple
9364,96,87,6.667,4.72738,0,2,0,2,light purple
9365,120,98,62.667,3.37567,0,9,1,2,light purple
9366,120,100,6.667,3.68784,0,2,0,2,light purple
9367,121,49,131.0,3.43246,0,12,2,5,v.dark purple
9368,115,108,20.667,4.77725,0,1,0,2,light purple
9369,160,152,19.333,3.92338,0,0,0,1,v.light purple
9370,183,120,80.333,2.94139,0,6,2,1,v.light purple
9371,176,151,33.0,3.58268,0,6,0,1,v.light purple
9372,48,45,9.333,4.74034,0,0,0,0,pink
9373,56,46,9.333,5.73596,2,2,0,0,pink
9374,90,84,2.667,4.19734,0,0,0,2,light purple
9375,100,87,18.667,4.47835,0,0,0,2,light purple
9376,120,104,48.667,4.56276,0,0,0,2,light purple
9377,200,64,65.333,2.59195,0,14,2,2,light purple
9378,160,156,13.333,3.36586,0,0,0,1,v.light purple
9379,58,55,6.667,5.03086,0,0,0,0,pink
9380,107,89,23.333,3.31285,0,0,0,2,light purple
9381,140,135,22.0,3.71998,0,4,1,2,light purple
9382,94,81,10.0,3.22519,0,0,0,2,light purple
9383,160,151,34.667,4.38732,10,9,0,1,v.light purple
9384,140,135,80.667,3.34153,0,16,1,1,v.light purple
9385,140,59,19.333,3.98528,0,1,0,2,light purple
9386,140,114,40.0,2.9853,0,8,0,2,light purple
9387,106,87,33.333,3.20919,0,2,0,2,light purple
9388,160,151,2.667,3.60379,0,0,0,1,v.light purple
9389,118,93,16.0,3.53307,0,1,0,2,light purple
9390,207,183,65.333,2.67587,0,21,1,1,v.light purple
9391,63,42,29.333,3.48541,0,4,1,0,pink
9392,166,143,14.0,3.88263,0,2,0,1,v.light purple
9393,30,26,18.0,3.9244,0,0,0,0,pink
9394,80,70,1.333,4.89202,0,0,0,0,pink
9395,105,87,11.333,3.58971,0,0,0,2,light purple
9396,60,44,5.333,5.3208,0,0,0,0,pink
9397,280,257,43.667,3.65955,0,4,0,4,dark purple
9398,118,106,16.667,3.60885,0,0,0,2,light purple
9399,252,233,3.333,4.83747,0,0,0,1,v.light purple
9400,100,80,36.167,3.80907,0,5,3,2,light purple
9401,320,304,394.0,3.41663,15,17,2,3,purple
9402,126,114,34.667,3.64577,0,6,2,2,light purple
9403,60,51,46.667,2.91276,0,6,2,0,pink
9404,90,83,20.667,3.49987,0,3,0,2,light purple
9405,100,87,4.0,4.54148,0,0,0,2,light purple
9406,169,146,79.333,3.34998,0,25,0,1,v.light purple
9407,70,60,0.0,4.5281,0,0,0,0,pink
9408,125,75,2.667,3.08163,0,1,1,2,light purple
9409,60,60,8.667,5.47055,0,0,0,0,pink
9410,320,302,20.0,3.13899,5,2,0,4,dark purple
9411,121,108,14.667,3.68255,0,3,0,2,light purple
9412,90,82,31.333,3.87555,0,7,0,2,light purple
9413,251,226,25.333,3.2862,0,1,0,1,v.light purple
9414,165,152,52.333,3.46036,0,13,2,1,v.light purple
9415,100,99,52.0,3.40597,0,11,1,2,light purple
9416,122,110,2.0,3.6112,0,0,0,2,light purple
9417,77,64,145.0,2.36167,0,86,1,5,v.dark purple
9418,120,106,4.0,3.7752,0,0,0,2,light purple
9419,300,284,234.333,4.33078,1,16,1,4,dark purple
9420,117,105,32.0,4.65586,0,0,0,2,light purple
9421,120,112,9.333,3.94904,0,0,0,2,light purple
9422,106,90,22.667,2.9564,0,17,1,2,light purple
9423,122,77,10.667,3.45787,0,0,0,2,light purple
9424,120,54,103.0,3.84585,0,20,2,5,v.dark purple
9425,100,59,25.333,2.76942,1,8,2,2,light purple
9426,60,52,5.333,5.1985,1,0,0,0,pink
9427,100,90,36.667,3.83677,0,4,0,2,light purple
9428,134,91,14.0,5.16505,0,2,0,2,light purple
9429,71,69,14.667,3.98834,0,1,0,0,pink
9430,120,117,16.0,3.35969,0,0,0,2,light purple
9431,150,148,26.0,2.84914,0,0,0,1,v.light purple
9432,150,121,147.0,2.72012,0,20,3,5,v.dark purple
9433,50,47,65.0,4.04327,0,0,0,0,pink
9434,110,101,10.0,3.66958,0,0,0,2,light purple
9435,100,92,16.667,3.04702,0,1,0,2,light purple
9436,159,143,20.0,3.55747,0,2,0,1,v.light purple
9437,110,95,12.0,3.14975,0,6,0,2,light purple
9438,239,158,23.333,3.31721,0,3,0,1,v.light purple
9439,185,118,78.0,3.58269,0,19,2,1,v.light purple
9440,20,10,6.0,7.08787,0,0,0,0,pink
9441,114,106,7.333,2.97863,0,0,0,2,light purple
9442,120,82,36.5,3.12295,0,15,1,2,light purple
9443,150,95,56.0,3.81388,0,8,2,2,light purple
9444,59,55,32.0,3.73401,0,3,0,0,pink
9445,120,87,61.333,3.22656,0,20,5,2,light purple
9446,40,37,27.333,3.6898,0,0,0,0,pink
9447,70,56,4.667,3.75596,0,0,0,0,pink
9448,50,46,6.667,3.88177,0,1,0,0,pink
9449,100,84,44.833,3.88962,0,3,1,2,light purple
9450,199,163,12.667,2.52895,0,3,1,1,v.light purple
9451,130,120,12.667,3.11437,0,2,0,2,light purple
9452,100,89,8.667,3.96891,1,0,0,2,light purple
9453,114,103,14.667,3.08781,0,3,0,2,light purple
9454,147,96,12.0,3.81358,0,1,1,2,light purple
9455,140,127,17.333,3.43092,0,5,1,2,light purple
9456,62,59,9.333,4.71499,0,3,0,0,pink
9457,154,130,5.333,3.35809,0,1,0,1,v.light purple
9458,100,96,56.0,3.05681,0,9,1,2,light purple
9459,90,84,17.333,2.86398,0,0,0,2,light purple
9460,160,136,5.333,2.98972,0,0,0,1,v.light purple
9461,40,29,153.5,6.93386,0,16,2,5,v.dark purple
9462,92,91,26.0,3.8224,0,3,1,2,light purple
9463,155,114,100.0,3.66312,0,6,0,2,light purple
9464,175,105,10.667,2.75534,0,1,0,1,v.light purple
9465,90,69,30.0,3.33047,0,4,2,2,light purple
9466,100,90,206.333,3.53173,0,11,1,5,v.dark purple
9467,120,111,32.667,3.76831,0,1,0,2,light purple
9468,162,139,16.0,3.03969,0,8,0,1,v.light purple
9469,100,93,3.333,3.083,0,0,0,2,light purple
9470,150,112,24.667,3.4719,0,1,0,2,light purple
9471,120,99,42.667,3.66631,0,2,0,2,light purple
9472,130,125,12.0,3.12503,0,2,0,2,light purple
9473,100,85,10.667,4.29811,0,2,0,2,light purple
9474,96,74,46.0,3.06106,0,1,0,2,light purple
9475,147,123,28.0,3.19427,0,3,0,2,light purple
9476,118,86,12.667,3.35794,0,2,0,2,light purple
9477,72,62,12.667,3.86397,0,0,0,0,pink
9478,96,82,28.0,3.19281,0,8,1,2,light purple
9479,99,68,0.667,3.9376,0,0,0,2,light purple
9480,106,96,143.833,4.2269,0,5,1,5,v.dark purple
9481,50,46,4.0,8.30763,0,0,0,0,pink
9482,157,137,23.333,2.70637,0,3,0,1,v.light purple
9483,140,86,40.667,3.37282,0,3,0,2,light purple
9484,92,76,10.667,2.8508,0,0,0,2,light purple
9485,127,103,22.667,3.75396,0,7,0,2,light purple
9486,200,89,12.0,3.72252,0,2,0,1,v.light purple
9487,160,148,16.0,2.7743,0,0,0,1,v.light purple
9488,100,89,0.0,2.6121,0,0,0,2,light purple
9489,160,129,50.0,2.95322,0,7,0,1,v.light purple
9490,117,102,34.667,3.51859,0,1,0,2,light purple
9491,107,93,25.333,4.26432,0,4,0,2,light purple
9492,104,53,6.0,2.4913,0,0,0,2,light purple
9493,16,13,0.667,4.33867,0,0,0,0,pink
9494,78,55,29.333,2.89739,0,5,0,0,pink
9495,152,133,38.667,3.34124,0,2,0,1,v.light purple
9496,100,82,13.333,5.86612,0,1,0,2,light purple
9497,98,95,88.0,4.3091,0,10,1,2,light purple
9498,60,60,90.0,3.21488,0,7,0,0,pink
9499,124,109,100.0,3.5041,0,21,3,2,light purple
9500,143,130,70.667,3.50152,0,2,0,2,light purple
9501,68,51,68.667,4.13117,0,3,1,0,pink
9502,151,112,13.333,2.99627,0,5,0,2,light purple
9503,90,90,6.667,3.08775,0,3,0,2,light purple
9504,160,126,6.667,4.11077,0,0,0,1,v.light purple
9505,114,95,26.0,4.74684,0,4,1,2,light purple
9506,33,31,25.333,4.1484,0,0,0,0,pink
9507,23,21,2.0,4.45603,0,0,0,0,pink
9508,132,109,79.167,5.01194,0,4,2,2,light purple
9509,99,99,55.333,3.04915,0,6,1,2,light purple
9510,110,97,0.0,3.90275,0,0,0,2,light purple
9511,50,36,83.167,4.09664,0,5,1,0,pink
9512,50,46,74.0,3.28625,0,0,0,0,pink
9513,120,96,27.333,2.44459,0,6,1,2,light purple
9514,80,56,17.333,3.51,0,2,0,0,pink
9515,100,90,31.333,5.46615,0,5,0,2,light purple
9516,108,95,30.0,3.27535,0,10,0,2,light purple
9517,80,72,2.0,2.87016,0,2,0,0,pink
9518,120,74,151.0,3.70336,0,27,4,5,v.dark purple
9519,146,134,19.333,3.65207,0,1,0,2,light purple
9520,100,73,13.333,3.16182,0,1,0,2,light purple
9521,238,187,13.333,2.99433,0,5,0,1,v.light purple
9522,160,143,8.667,3.93907,0,2,0,1,v.light purple
9523,74,48,156.0,2.87283,0,15,4,5,v.dark purple
9524,131,90,70.0,2.89717,0,2,1,2,light purple
9525,235,166,52.667,3.4934,0,5,0,1,v.light purple
9526,96,65,8.667,2.96372,0,0,0,2,light purple
9527,110,108,14.0,3.05494,0,2,1,2,light purple
9528,200,116,50.667,3.62042,0,1,1,1,v.light purple
9529,100,84,31.333,3.16189,0,7,0,2,light purple
9530,130,123,2.0,3.63643,0,0,0,2,light purple
9531,98,83,66.0,3.87115,0,0,1,2,light purple
9532,120,113,55.333,2.71377,0,10,0,2,light purple
9533,107,90,74.0,3.4069,0,32,2,2,light purple
9534,58,50,0.0,5.91173,0,0,0,0,pink
9535,144,124,82.667,3.98288,0,6,3,2,light purple
9536,125,90,12.0,3.62845,0,1,0,2,light purple
9537,112,92,29.333,3.86955,0,3,1,2,light purple
9538,127,105,22.667,3.1877,0,0,0,2,light purple
9539,90,76,11.333,3.10456,0,1,0,2,light purple
9540,70,63,0.0,4.65447,0,0,0,0,pink
9541,147,134,14.667,4.34188,0,2,0,2,light purple
9542,60,53,48.0,4.66412,0,0,0,0,pink
9543,90,88,16.0,4.0293,0,0,0,2,light purple
9544,175,137,26.667,3.7491,0,10,0,1,v.light purple
9545,104,97,6.667,3.7451,0,1,0,2,light purple
9546,190,145,28.667,3.05035,0,1,0,1,v.light purple
9547,100,91,36.667,3.8911,0,7,0,2,light purple
9548,120,86,80.833,3.39927,0,6,2,2,light purple
9549,174,149,8.667,3.93497,0,1,0,1,v.light purple
9550,199,153,6.667,5.03201,0,1,0,1,v.light purple
9551,99,73,8.0,3.08052,0,1,0,2,light purple
9552,80,78,10.0,4.1115,0,0,0,0,pink
9553,130,94,9.333,3.13434,0,0,0,2,light purple
9554,115,102,19.333,5.39525,0,1,1,2,light purple
9555,106,68,42.0,2.97388,0,16,0,2,light purple
9556,45,44,14.0,3.79452,1,2,0,0,pink
9557,136,115,118.0,3.86973,0,24,5,5,v.dark purple
9558,60,59,16.667,3.04304,0,0,0,0,pink
9559,120,112,10.667,2.98981,0,3,1,2,light purple
9560,130,123,19.333,2.77574,0,2,2,2,light purple
9561,64,61,0.0,2.98143,0,0,0,0,pink
9562,101,86,50.667,3.99017,0,2,0,2,light purple
9563,39,35,97.667,5.45662,0,0,1,0,pink
9564,180,92,4.0,3.23812,0,0,0,2,light purple
9565,210,147,69.333,3.05862,0,14,2,1,v.light purple
9566,100,100,54.667,4.60186,0,0,0,2,light purple
9567,230,205,70.667,4.46915,0,10,0,1,v.light purple
9568,72,63,6.667,3.33577,1,0,0,0,pink
9569,94,82,16.0,3.29551,0,0,0,2,light purple
9570,100,97,42.0,3.21555,0,5,0,2,light purple
9571,54,49,50.0,3.96992,0,0,0,0,pink
9572,115,104,43.167,2.80073,1,3,1,2,light purple
9573,60,52,98.667,3.59317,0,4,1,0,pink
9574,20,17,76.0,4.77228,0,1,0,0,pink
9575,212,205,27.333,5.06088,0,5,0,1,v.light purple
9576,100,85,41.333,3.52021,0,11,0,2,light purple
9577,150,141,55.333,4.53566,0,14,3,1,v.light purple
9578,180,152,11.333,3.87747,0,3,0,1,v.light purple
9579,57,29,20.0,3.5769,0,0,0,0,pink
9580,50,39,41.0,4.11319,0,0,2,0,pink
9581,99,85,12.0,3.38149,0,3,0,2,light purple
9582,45,33,13.333,4.41464,0,0,0,0,pink
9583,78,71,14.667,4.13688,0,2,0,0,pink
9584,94,69,6.0,3.48779,0,0,0,2,light purple
9585,72,70,62.0,5.88142,0,1,1,0,pink
9586,170,169,55.667,5.54011,0,2,0,1,v.light purple
9587,99,99,17.333,3.32236,2,1,0,2,light purple
9588,80,59,61.333,4.12438,0,6,2,0,pink
9589,118,115,13.333,4.61738,0,0,0,2,light purple
9590,84,73,4.667,2.76206,0,0,0,0,pink
9591,40,39,39.667,3.82678,0,0,0,0,pink
9592,120,53,106.833,3.65941,0,15,2,5,v.dark purple
9593,93,69,36.0,2.43669,0,0,0,2,light purple
9594,95,75,11.333,4.0961,0,0,0,2,light purple
9595,91,79,26.667,5.07911,0,0,0,2,light purple
9596,45,29,0.0,5.07518,0,0,0,0,pink
9597,75,59,13.333,2.69008,0,1,0,0,pink
9598,100,92,56.0,3.1522,0,9,2,2,light purple
9599,80,67,6.667,3.08582,0,0,0,0,pink
9600,90,77,242.5,3.30027,0,7,2,5,v.dark purple
9601,80,49,4.0,2.75732,0,0,0,0,pink
9602,20,20,46.667,4.78656,0,1,0,0,pink
9603,142,124,12.667,4.75113,0,3,0,2,light purple
9604,63,59,30.667,3.7101,0,3,0,0,pink
9605,72,64,42.333,3.10593,0,7,3,0,pink
9606,86,73,39.333,3.88425,0,10,1,2,light purple
9607,115,112,84.667,4.6887,0,1,0,2,light purple
9608,89,68,11.333,3.20087,0,2,0,2,light purple
9609,78,57,28.667,6.11919,0,0,0,0,pink
9610,30,29,5.333,4.18899,0,0,1,0,pink
9611,70,62,70.333,3.5561,0,18,1,0,pink
9612,110,89,86.5,5.92603,0,7,2,2,light purple
9613,60,56,15.833,4.93392,0,1,2,0,pink
9614,50,41,30.0,6.05262,0,0,0,0,pink
9615,50,43,111.0,2.8202,2,1,1,0,pink
9616,50,28,16.0,5.06656,0,0,0,0,pink
9617,80,65,18.667,4.13449,0,1,0,0,pink
9618,130,120,10.0,3.66455,0,1,1,2,light purple
9619,99,44,51.5,4.68723,0,2,1,0,pink
9620,120,76,482.167,3.55363,0,12,2,3,purple
9621,110,110,13.333,4.51742,0,2,0,2,light purple
9622,120,115,26.667,4.05142,0,2,1,2,light purple
9623,60,39,7.333,5.7381,0,0,0,0,pink
9624,107,104,14.0,4.32023,0,2,0,2,light purple
9625,54,46,13.333,5.84108,0,1,0,0,pink
9626,96,79,46.0,3.5638,0,2,0,2,light purple
9627,46,24,12.667,3.44771,0,0,0,0,pink
9628,48,48,79.333,4.63476,0,10,0,0,pink
9629,40,36,41.333,6.04283,0,0,0,0,pink
9630,100,95,18.667,4.04867,0,6,0,2,light purple
9631,140,127,13.333,3.22255,0,7,0,2,light purple
9632,120,109,8.667,2.83233,0,2,0,2,light purple
9633,200,184,16.0,3.6794,0,4,1,1,v.light purple
9634,80,45,40.333,4.95441,0,6,2,0,pink
9635,30,30,15.333,5.33544,0,0,0,0,pink
9636,92,61,10.0,3.23778,1,0,0,0,pink
9637,106,91,49.333,3.87757,0,7,3,2,light purple
9638,128,128,33.333,5.17647,0,0,0,2,light purple
9639,149,131,54.0,4.68957,3,11,1,1,v.light purple
9640,68,54,79.333,3.59667,0,35,1,0,pink
9641,98,86,6.667,3.42013,0,0,0,2,light purple
9642,120,106,24.0,3.33028,0,7,0,2,light purple
9643,100,82,9.333,3.1814,0,5,0,2,light purple
9644,84,82,50.667,4.39387,0,2,0,2,light purple
9645,100,96,16.0,3.82909,0,2,0,2,light purple
9646,62,49,56.0,3.36146,0,3,2,0,pink
9647,100,89,2.0,3.60246,0,0,0,2,light purple
9648,130,117,22.0,4.37506,0,2,1,2,light purple
9649,70,68,12.0,4.03215,1,1,0,0,pink
9650,90,79,17.333,3.19664,0,8,0,2,light purple
9651,131,128,12.0,3.4953,0,0,0,2,light purple
9652,116,86,6.667,3.75598,0,5,0,2,light purple
9653,71,56,66.0,4.50775,0,4,0,0,pink
9654,80,77,42.667,3.34822,0,5,0,2,light purple
9655,172,172,7.333,5.13988,0,0,0,1,v.light purple
9656,44,41,53.333,4.15064,0,0,0,0,pink
9657,120,107,32.0,3.65358,0,2,0,2,light purple
9658,57,53,57.333,3.58605,0,4,0,0,pink
9659,40,33,52.667,5.03555,0,0,0,0,pink
9660,103,93,79.833,3.70885,0,3,2,2,light purple
9661,87,87,26.333,4.12796,0,2,1,2,light purple
9662,77,71,32.0,6.20605,0,4,0,0,pink
9663,64,47,2.0,3.15277,0,0,0,0,pink
9664,70,54,0.667,3.34548,0,0,0,0,pink
9665,72,70,25.333,5.17851,0,7,0,0,pink
9666,274,194,204.333,3.22239,0,46,2,1,v.light purple
9667,60,39,9.333,3.87759,1,1,0,0,pink
9668,52,46,40.0,4.60153,0,0,0,0,pink
9669,99,71,28.667,3.1591,0,6,2,2,light purple
9670,74,59,46.0,3.3541,0,2,0,0,pink
9671,92,78,16.667,3.15074,0,4,0,2,light purple
9672,90,76,14.667,3.22926,0,11,2,2,light purple
9673,99,60,30.0,3.6843,0,0,0,2,light purple
9674,100,92,3.333,3.53649,0,2,0,2,light purple
9675,33,28,1.333,4.43032,0,0,0,0,pink
9676,116,116,34.0,4.96603,0,1,0,2,light purple
9677,90,77,12.0,3.80485,0,2,0,2,light purple
9678,127,98,186.667,3.5779,1,17,1,5,v.dark purple
9679,125,120,47.333,3.25466,0,0,0,2,light purple
9680,90,86,18.667,3.25686,0,3,1,2,light purple
9681,76,72,27.333,3.08815,0,4,1,0,pink
9682,76,51,79.333,3.72,0,4,0,0,pink
9683,90,83,9.333,3.4129,0,0,0,2,light purple
9684,100,95,61.167,2.97599,0,13,2,2,light purple
9685,100,96,5.333,2.92022,0,0,0,2,light purple
9686,166,119,7.333,3.37157,0,0,0,1,v.light purple
9687,144,99,104.667,3.05961,0,2,0,2,light purple
9688,100,87,74.0,3.75375,0,5,0,2,light purple
9689,47,44,25.333,3.51525,0,1,0,0,pink
9690,88,74,10.667,3.67548,0,1,0,2,light purple
9691,90,79,13.333,4.55771,0,2,0,2,light purple
9692,112,104,4.667,4.01422,0,1,0,2,light purple
9693,150,135,172.0,2.79587,2,5,2,5,v.dark purple
9694,49,42,30.0,3.15796,0,0,0,0,pink
9695,120,84,160.167,3.85487,1,11,4,5,v.dark purple
9696,90,84,302.833,4.56121,0,3,0,5,v.dark purple
9697,90,79,0.0,3.73856,0,0,0,2,light purple
9698,120,102,14.667,3.27962,0,6,1,2,light purple
9699,42,40,44.667,4.04694,0,0,0,0,pink
9700,120,102,31.333,3.21287,0,7,0,2,light purple
9701,189,168,20.0,3.28149,0,3,0,1,v.light purple
9702,110,92,9.333,3.54178,0,0,0,2,light purple
9703,148,80,6.667,4.72457,0,0,0,2,light purple
9704,124,111,30.0,3.88398,0,0,0,2,light purple
9705,40,34,27.333,5.44737,0,0,0,0,pink
9706,106,88,67.0,3.47294,0,14,2,2,light purple
9707,117,81,8.0,4.6091,0,0,0,2,light purple
9708,69,55,25.333,3.87912,0,2,1,0,pink
